(354.76490030224045, 6.904282297541129, 282.31744384765625)
(94.5847524050736, 14.979306098357162, 276.4036560058594)
(91.75286819043485, 11.475462597072438, 274.7065734863281)
(94.39875295276723, 15.87368474132461, 238.87100219726562)
(110.60038772911197, 7.467504034141146, 237.1057586669922)
(223.33087245996614, 6.655564388177864, 232.293212890625)
(85.41329836218499, 15.44219608940269, 232.088623046875)
(84.92989979842369, 14.861773738242448, 229.07403564453125)
(86.94554388536577, 8.366039101460586, 223.9608612060547)
(84.81256839622795, 14.62090309504783, 223.83938598632812)
(84.89733717471103, 14.601746855220355, 218.9436798095703)
(233.72234589644398, 15.145683297318207, 215.6670684814453)
(87.99786582818386, 9.452892380942465, 213.83541870117188)
(107.83558993755403, 13.745737169904341, 209.69482421875)
(94.36744661392717, 15.902737611333292, 208.791015625)
(145.06495335386848, 15.037280675674522, 207.19566345214844)
(80.91613558852369, 8.34777665961557, 206.71458435058594)
(86.00001889436675, 15.95977608382678, 206.1981658935547)
(182.0959993029453, 8.321218826261893, 205.4975128173828)
(84.93932809064526, 14.590817391515928, 203.03997802734375)
(105.08154591991277, 8.621170132813889, 200.12962341308594)
(240.70045365559267, 13.241998183616754, 198.59841918945312)
(105.29366501706575, 15.279677262400694, 196.33001708984375)
(91.09499872698872, 5.612722469568351, 196.30648803710938)
(84.9813883577758, 14.580417899464063, 195.96670532226562)
(310.86629512313925, 15.18674409855139, 194.1697235107422)
(271.40180847786223, 8.381476356984583, 192.7447509765625)
(47.507473266018444, 9.019529749239801, 190.82290649414062)
(89.95578856362852, 14.892531609709895, 187.18804931640625)
(132.78490110073741, 2.141817265230104, 186.9864501953125)
(91.97087012505004, 12.775220857644417, 186.5457763671875)
(324.1728984208544, 1.722309518999479, 186.23153686523438)
(137.11675279077198, 7.0535672019734115, 185.72698974609375)
(89.49920111864363, 12.87511333759045, 185.54029846191406)
(89.0963567687153, 15.743072423673048, 185.17477416992188)
(107.99312247944488, 10.796456331486805, 183.21096801757812)
(105.3058594904605, 9.747870926606467, 182.84133911132812)
(80.52118648164695, 6.088134025397465, 182.61715698242188)
(108.61643097294662, 11.873800225337066, 180.3419189453125)
(177.25900743183377, 14.49043907158993, 180.15237426757812)
(93.93964669929913, 15.327214374430296, 179.2098846435547)
(175.02093235614518, 9.213842022817396, 178.00186157226562)
(137.50989062881033, 15.491615914368403, 177.7247772216797)
(91.16938201507274, 12.321539047055099, 176.62570190429688)
(140.57185486996747, 15.989591025906755, 176.52340698242188)
(72.81025662328211, 9.558833396321274, 176.24208068847656)
(59.21622382342812, 0.49386742301814934, 175.40280151367188)
(95.25684644761606, 13.101442219889886, 175.0203399658203)
(116.60579023459591, 7.990731337993647, 174.98098754882812)
(170.73786990194793, 11.970809591273525, 174.59146118164062)
(14.75365388551697, 8.779323973334272, 173.31301879882812)
(112.78365589598654, 0.14332578804043922, 173.0887451171875)
(127.25286688537544, 13.46432848151237, 172.7761688232422)
(94.13246469804949, 15.306823582021876, 172.6062469482422)
(98.77127178765855, 13.964253365258996, 171.9575653076172)
(171.7440201577576, 10.467428784967101, 171.0505828857422)
(133.80715025205123, 15.301073543325174, 170.59335327148438)
(111.69147556336155, 6.879239982959341, 170.3634796142578)
(92.03376496215512, 11.513885983213152, 169.15530395507812)
(198.8585052785395, 1.3944320769965277, 168.06044006347656)
(197.64450745551758, 8.315258866544536, 167.87570190429688)
(104.55854751627648, 12.941796028929383, 167.0701446533203)
(102.24646240602614, 11.493683720823068, 167.0492401123047)
(344.8000226338931, 1.9839424600765105, 166.4331817626953)
(122.36688500866174, 0.8150110084778646, 166.23101806640625)
(176.95691245868903, 3.9854793070918215, 166.18179321289062)
(105.66786297617143, 10.045559277732204, 165.9382781982422)
(102.21207857313975, 14.945458414994183, 165.84524536132812)
(98.35214499981224, 14.20033304300751, 165.8383026123047)
(114.08588802498959, 5.593419210227153, 165.6771240234375)
(90.21975008664832, 14.114977123275521, 165.4333953857422)
(26.281355681434373, 9.402940267853838, 165.42576599121094)
(90.0441241125823, 11.87010282111836, 165.38075256347656)
(65.87633741252986, 15.186005265996876, 164.92977905273438)
(114.08511904894183, 5.593509609207234, 164.77291870117188)
(94.00397756035733, 15.629845173799131, 163.70867919921875)
(85.16386780670113, 15.14184983997231, 163.49929809570312)
(118.39051937457292, 3.4066737622402603, 163.08517456054688)
(344.8007146315534, 1.9837093889822746, 162.99891662597656)
(96.3258655876243, 15.604606516441232, 161.8902130126953)
(26.460887406152256, 9.591890124082136, 161.7004852294922)
(115.60458757141384, 14.967560188144923, 161.61361694335938)
(90.21306143194253, 13.706258823818056, 161.41127014160156)
(93.73416909593993, 12.233919301171051, 161.40037536621094)
(115.31834236516146, 6.490223857480312, 161.1031494140625)
(148.9577356791189, 5.09965364557349, 160.88232421875)
(357.10230084386046, 6.857839077191615, 160.31195068359375)
(87.3081547390179, 8.51883229393769, 159.15664672851562)
(85.09869215700412, 11.772272585226085, 158.52989196777344)
(84.91939480491538, 10.58424783544709, 157.9524383544922)
(94.44524428147514, 14.580363068919098, 157.8667755126953)
(85.13350583747595, 14.507198391138456, 157.58609008789062)
